Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000271340	17	78489457	78489612
ENSG00000169248	4	76954835	76962568
ENSG00000213128	17	78516003	78516405
ENSG00000253465	14	106945352	106945763
ENSG00000252625	Y	28075126	28075289
ENSG00000253895	14	106950148	106950397
ENSG00000227635	Y	28079980	28082028
ENSG00000134824	11	61560452	61634826
ENSG00000237546	Y	28089415	28100299
ENSG00000235356	10	67073543	67074728
ENSG00000204178	1	25757388	25826700
ENSG00000172283	Y	28121660	28134216
ENSG00000110801	12	122326637	122356203
ENSG00000243714	12	79918657	79918950
ENSG00000228065	10	67330096	67526299
ENSG00000257474	12	79933983	79944315
ENSG00000167525	17	27030215	27038872
ENSG00000135587	6	109761966	109765122
ENSG00000257956	12	79952562	79952946
ENSG00000258048	12	80083924	80172231
ENSG00000187871	6	55192267	55267291
ENSG00000160551	17	27717482	27878922
ENSG00000258044	12	80217558	80219276
ENSG00000253012	10	67469818	67469902
ENSG00000186952	5	109624934	110074657
ENSG00000273360	10	67839001	67878084
ENSG00000125629	2	118846028	118868573
ENSG00000252203	10	68254457	68254557
ENSG00000239000	10	68374995	68375096
ENSG00000225299	10	68812367	68814786
ENSG00000189114	19	45682003	45685059
ENSG00000186090	3	183749332	183757157
ENSG00000226448	10	69093881	69094640
ENSG00000136159	13	48611703	48621358
ENSG00000165678	10	85899196	85913001
ENSG00000258728	9	34646642	34657110
ENSG00000075624	7	5566782	5603415
ENSG00000180921	8	144806103	144815971
ENSG00000167791	11	67286383	67290899
ENSG00000235323	17	20467851	20468202
ENSG00000264422	17	20479980	20482061
ENSG00000155729	2	201353675	201384507
ENSG00000267545	19	45683080	45705702
ENSG00000234544	10	110055857	110056290
ENSG00000231258	17	20487071	20494493
ENSG00000203434	10	110307733	110321573
ENSG00000266958	19	45690646	45720191
ENSG00000223381	10	110470276	110599121
ENSG00000188013	17	20492371	20494013
ENSG00000151332	14	36767770	36789882
ENSG00000224498	10	110607944	110609319
ENSG00000264728	GL000247.1	10271	10353
ENSG00000253808	14	106971752	106971788
ENSG00000222436	10	110700727	110701068
ENSG00000232889	17	20498844	20499021
ENSG00000238667	GL000247.1	11746	11828
ENSG00000229092	14	106974509	106974954
ENSG00000252574	10	110944651	110944765
ENSG00000238477	GL000247.1	11986	12067
ENSG00000226096	17	20512775	20512923
ENSG00000271726	GL000247.1	12803	12884
ENSG00000200217	10	110999397	110999504
ENSG00000146151	6	55299167	55444012
ENSG00000235546	17	20515980	20517321
ENSG00000253862	14	106987143	106987473
ENSG00000232728	10	111287877	111288766
ENSG00000141429	18	33161081	33291798
ENSG00000164306	4	185570767	185616117
ENSG00000156966	2	232260254	232265875
ENSG00000237242	10	111294413	111294748
ENSG00000130201	19	45715879	45737469
ENSG00000253386	14	107020363	107020586
ENSG00000227685	17	20516225	20536547
ENSG00000270333	10	111421572	111421808
ENSG00000136146	13	48627459	48669267
ENSG00000253241	14	107022105	107022543
ENSG00000125844	20	17594323	17662940
ENSG00000270294	10	111440200	111440799
ENSG00000266364	17	20536347	20536572
ENSG00000224907	10	111567409	111567887
ENSG00000254167	14	107039493	107039794
ENSG00000233538	2	232316906	232317864
ENSG00000227867	Y	28137388	28137719
ENSG00000272160	10	111629616	111629750
ENSG00000236504	17	20550600	20585112
ENSG00000253941	14	107040702	107040960
ENSG00000263706	10	111764012	111764315
ENSG00000231716	Y	28140831	28141844
ENSG00000226734	10	111898972	111899184
ENSG00000228417	10	111967608	111968349
ENSG00000254398	15	28924551	28927398
ENSG00000234744	Y	28148401	28155003
ENSG00000238340	15	28947708	28947790
ENSG00000214067	10	112016822	112017601
ENSG00000239940	HSCHR6_MHC_COX	28951175	28952911
ENSG00000241075	15	28948669	28948947
ENSG00000261480	15	28964523	28983577
ENSG00000157978	1	25870071	25895377
ENSG00000227626	HSCHR6_MHC_COX	28991069	28991996
ENSG00000273143	10	112188598	112255962
ENSG00000185666	22	32908539	33454358
ENSG00000233156	Y	28157582	28158384
ENSG00000002834	17	37026112	37078023
ENSG00000248334	15	28982729	29002537
ENSG00000084207	11	67351066	67354131
ENSG00000234888	Y	28201926	28234640
ENSG00000082482	1	215179118	215410436
ENSG00000165650	10	119040000	119134978
ENSG00000221359	10	112193999	112194143
ENSG00000237642	10	112210387	112210998
ENSG00000174721	10	93666346	93669240
ENSG00000171130	7	149570057	149577784
ENSG00000138750	4	77035812	77069668
ENSG00000264544	10	112235255	112235352
ENSG00000101955	X	38008589	38080696
ENSG00000233518	10	112309873	112310612
ENSG00000215507	Y	28269821	28279455
ENSG00000018699	2	32853099	33046118
ENSG00000213606	10	69510042	69510983
ENSG00000101361	20	2632791	2639039
ENSG00000239125	10	112336118	112336219
ENSG00000115053	2	232318242	232348352
ENSG00000162391	1	55074855	55089229
ENSG00000263919	10	112393589	112393883
ENSG00000225922	10	69553528	69554003
ENSG00000223302	10	112402436	112402543
ENSG00000260844	15	29008586	29009297
ENSG00000121594	3	119243140	119278449
ENSG00000262243	HSCHR16_1_CTG3_1	55849157	55879488
ENSG00000252036	10	112516214	112516481
ENSG00000212520	10	69568260	69568366
ENSG00000008710	16	2138711	2185899
ENSG00000160211	X	153759606	153775787
ENSG00000199364	10	112520900	112521000
ENSG00000232431	15	29033389	29037148
ENSG00000239942	10	69585068	69585358
ENSG00000232470	10	112629501	112631352
ENSG00000237141	10	69593521	69593839
ENSG00000257989	12	52486269	52498081
ENSG00000272892	10	69609283	69610504
ENSG00000273400	HSCHR6_MHC_MANN	28730486	28730593
ENSG00000256951	15	29034345	29034632
ENSG00000203497	10	112629626	112631991
ENSG00000219932	10	69634090	69634672
ENSG00000264874	17	20613738	20613846
ENSG00000205269	6	11537938	11583757
ENSG00000265827	10	112657848	112657913
ENSG00000270589	10	112670354	112672002
ENSG00000237462	HSCHR6_MHC_MANN	28882558	28891771
ENSG00000166337	11	6627526	6633898
ENSG00000261377	15	29034810	29101361
ENSG00000226318	10	69720459	69721221
ENSG00000173093	12	111284573	111345339
ENSG00000226521	17	20619794	20640440
ENSG00000199980	14	35402650	35402749
ENSG00000221159	10	69730030	69730126
ENSG00000266467	10	69767477	69767774
ENSG00000226677	14	35408530	35409693
ENSG00000179837	3	51428731	51435330
ENSG00000176887	2	5832799	5841516
ENSG00000236375	10	69769962	69770619
ENSG00000241052	14	35613227	35613686
ENSG00000259090	14	35627110	35628305
ENSG00000265009	12	52504418	52504488
ENSG00000197372	19	23708433	23870022
ENSG00000256243	14	35704386	35704857
ENSG00000112742	6	80713604	80752244
ENSG00000265804	12	52507709	52507796
ENSG00000272268	2	6111712	6114374
ENSG00000240392	14	35731668	35732242
ENSG00000201942	12	80272085	80272199
ENSG00000150760	10	128593978	129250781
ENSG00000257867	HSCHR6_MHC_DBB	30007934	30067620
ENSG00000257557	12	80328681	80334448
ENSG00000124490	6	49660073	49681274
ENSG00000271496	12	80382794	80382998
ENSG00000100811	14	100704635	100749129
ENSG00000239473	12	80422673	80423411
ENSG00000145041	3	51433298	51534010
ENSG00000137070	9	34650699	34661889
ENSG00000206889	3	117263052	117263158
ENSG00000141428	18	33552046	33559241
ENSG00000238842	12	80462471	80462537
ENSG00000239268	3	117391001	117716439
ENSG00000066032	2	79412357	80875905
ENSG00000231041	HSCHR6_MHC_MANN	28911662	28912322
ENSG00000170370	10	119301955	119309056
ENSG00000230291	12	80496676	80497113
ENSG00000240393	3	117393189	117393991
ENSG00000134326	2	6980701	7006766
ENSG00000222880	12	80737295	80737572
ENSG00000126878	9	133971863	133998539
ENSG00000253545	14	107042360	107042810
ENSG00000203772	10	135234170	135382916
ENSG00000257786	12	80954796	80955339
ENSG00000104879	19	45809672	45826235
ENSG00000268533	19	57905551	57949825
ENSG00000235589	HSCHR6_MHC_MANN	28962566	28973097
ENSG00000066923	7	99775186	99819111
ENSG00000236949	HSCHR6_MHC_DBB	30017009	30023013
ENSG00000261459	16	30537244	30546173
ENSG00000253714	14	107055682	107055936
ENSG00000257429	12	80977462	80987480
ENSG00000184224	11	67370351	67374177
ENSG00000157741	7	138915102	138992982
ENSG00000257741	12	81156933	81164496
ENSG00000260869	16	30545548	30569600
ENSG00000253689	14	107057358	107057795
ENSG00000199846	7	129124345	129124497
ENSG00000254395	14	107062111	107062561
ENSG00000273329	7	129244389	129251471
ENSG00000186272	19	57922531	57933307
ENSG00000253131	14	107065772	107066206
ENSG00000196172	19	23921997	23941693
ENSG00000253759	14	107074907	107075186
ENSG00000169951	16	30565085	30569819
ENSG00000212238	7	129396106	129396217
ENSG00000253742	14	107087202	107087658
ENSG00000187870	17	20646646	20657814
ENSG00000207990	7	129410223	129410332
ENSG00000199158	7	129414532	129414609
ENSG00000207691	7	129414745	129414854
ENSG00000123612	2	158383279	158485517
ENSG00000139187	12	9102640	9163356
ENSG00000242078	7	129423210	129425025
ENSG00000244036	7	129593074	129666391
ENSG00000100234	22	33197687	33259030
ENSG00000151725	4	185615772	185655287
ENSG00000199516	7	129594533	129594634
ENSG00000207184	7	129601829	129601916
ENSG00000234668	HSCHR6_MHC_DBB	31494420	31496802
ENSG00000167851	17	72462555	72480933
ENSG00000263557	7	129625487	129625587
ENSG00000218454	17	20674371	20674740
ENSG00000186230	19	57946697	57956853
ENSG00000201109	7	129667117	129667237
ENSG00000228652	HSCHR6_MHC_MANN	29011994	29013021
ENSG00000229196	7	129781571	129782455
ENSG00000234118	10	112696380	112696991
ENSG00000136156	13	48807294	48837063
ENSG00000130649	10	135333910	135374724
ENSG00000259753	17	45331263	45421658
ENSG00000135269	7	115850547	115898837
ENSG00000213671	17	20678955	20680218
ENSG00000267505	17	42870567	42871842
ENSG00000205246	19	23945807	24010937
ENSG00000231319	HSCHR6_MHC_MANN	29053989	29055094
ENSG00000267405	17	42872115	42875151
ENSG00000224971	7	55799837	55800124
ENSG00000240571	7	129813558	129845201
ENSG00000010379	12	329789	372039
ENSG00000221214	10	112748684	112748771
ENSG00000237799	7	55804472	55807289
ENSG00000213247	10	112864714	112865006
ENSG00000264540	17	42961354	42961639
ENSG00000268163	19	57949338	57988904
ENSG00000134321	2	7005937	7038370
ENSG00000233636	HSCHR6_MHC_MANN	29079673	29080608
ENSG00000237618	10	113082536	113083155
ENSG00000054793	20	50213053	50385173
ENSG00000224911	17	42980529	42981914
ENSG00000205334	2	27928653	27938599
ENSG00000227851	10	113109697	113111861
ENSG00000226278	7	55832490	55840981
ENSG00000230809	10	113257949	113258699
ENSG00000226347	HSCHR6_MHC_MANN	29141320	29142360
ENSG00000267334	17	43025280	43026307
ENSG00000270992	7	129895742	129902610
ENSG00000267788	17	43059882	43060140
ENSG00000229809	16	30580667	30584055
ENSG00000206729	7	55857061	55857167
ENSG00000269746	16	70239303	70239683
ENSG00000200888	17	43148810	43148911
ENSG00000178201	19	57966542	57967854
ENSG00000235738	7	55865639	55866173
ENSG00000269866	16	70258261	70258641
ENSG00000225270	7	55865727	55866569
ENSG00000224505	17	43227767	43238877
ENSG00000107560	10	119764427	119806114
ENSG00000234100	HSCHR6_MHC_MANN	29274451	29275567
ENSG00000229762	7	55878472	55879104
ENSG00000267288	17	43246172	43248951
ENSG00000243316	10	114067939	114116332
ENSG00000225018	7	55944431	55944717
ENSG00000243147	2	27994584	28210954
ENSG00000227499	7	55945605	55945857
ENSG00000243441	HSCHR6_MHC_MANN	29323057	29399325
ENSG00000265676	7	55960419	55960689
ENSG00000178084	3	183770835	183778459
ENSG00000267121	17	43268298	43299589
ENSG00000206603	7	56123058	56123195
ENSG00000213967	19	24097678	24127961
ENSG00000207168	7	56128163	56128295
ENSG00000238673	7	56168352	56168445
ENSG00000141425	18	33564350	33647539
ENSG00000061492	5	137419581	137428054
ENSG00000230191	7	56230838	56231226
ENSG00000197128	19	57978031	57988938
ENSG00000127419	4	926175	952444
ENSG00000233028	7	56243327	56244105
ENSG00000136636	1	215740735	215795149
ENSG00000224487	HSCHR6_MHC_MANN	29340936	29417450
ENSG00000227491	7	56296327	56297475
ENSG00000265887	7	56337476	56337544
ENSG00000166340	11	6634000	6640692
ENSG00000222371	10	69917836	69918165
ENSG00000223559	7	56355923	56359118
ENSG00000265530	14	35760692	35760782
ENSG00000157087	3	10365707	10749716
ENSG00000233175	17	43315395	43319101
ENSG00000258860	14	35831438	35832834
ENSG00000233481	HSCHR6_MHC_MANN	29364007	29365039
ENSG00000233590	10	69993008	70002136
ENSG00000224155	7	56372371	56373219
ENSG00000240023	14	35857327	35858275
ENSG00000259022	14	35899466	35899837
ENSG00000178852	17	45400656	45518678
ENSG00000233483	17	43322553	43326203
ENSG00000234102	10	70020314	70021256
ENSG00000203462	7	56390497	56391294
ENSG00000232083	17	78576349	78576741
ENSG00000232397	HSCHR6_MHC_MANN	29384656	29408312
ENSG00000259017	14	35916209	35916831
ENSG00000202296	7	56407924	56408030
ENSG00000226549	17	20687958	20689038
ENSG00000105538	19	49223844	49243978
ENSG00000259105	14	35937478	35938536
ENSG00000231299	7	56428055	56428234
ENSG00000223496	16	70284134	70285833
ENSG00000258783	14	35981031	35982295
ENSG00000197057	4	36283244	36347378
ENSG00000264215	17	20691384	20692897
ENSG00000253059	14	36225533	36225669
ENSG00000164080	3	51575160	51702683
ENSG00000257957	14	36235001	36236316
ENSG00000264662	17	20692530	20692908
ENSG00000197162	16	30585061	30597092
ENSG00000267278	17	43325292	43345997
ENSG00000238336	7	129959119	129959222
ENSG00000154263	17	67143355	67240987
ENSG00000226981	17	20717933	20747570
ENSG00000239044	7	129984255	129984358
ENSG00000225838	HSCHR6_MHC_COX	29036212	29036984
ENSG00000237258	HSCHR6_MHC_MANN	29392863	29424418
ENSG00000259920	7	130121332	130124233
ENSG00000238718	14	36256065	36256168
ENSG00000266264	14	36278418	36278506
ENSG00000124780	6	39266777	39282329
ENSG00000226657	HSCHR6_MHC_COX	29040961	29041556
ENSG00000272701	7	130125883	130126024
ENSG00000258938	14	36288430	36295971
ENSG00000270823	7	130135635	130138268
ENSG00000234804	HSCHR6_MHC_COX	29065391	29066329
ENSG00000258300	14	36289043	36289426
ENSG00000266369	17	20759259	20760630
ENSG00000165322	10	32094365	32217742
ENSG00000163535	2	201374731	201448505
ENSG00000199043	7	130135952	130136045
ENSG00000270953	7	130147501	130148123
ENSG00000257272	14	36343063	36344509
ENSG00000167792	11	67374323	67380006
ENSG00000239021	7	130287672	130287790
ENSG00000257307	14	36350207	36350915
ENSG00000226045	7	130330095	130330464
ENSG00000258342	14	36367188	36532949
ENSG00000271522	7	130474967	130476483
ENSG00000108960	17	53469974	53499353
ENSG00000090861	16	70286198	70323446
ENSG00000257614	14	36416762	36419250
ENSG00000229858	7	130507627	130507978
ENSG00000207763	12	81226312	81226408
ENSG00000258215	12	81254734	81255287
ENSG00000224395	HSCHR6_MHC_MANN	29424528	29431676
ENSG00000120756	3	142315229	142432506
ENSG00000208022	12	81329515	81329612
ENSG00000258311	12	56109820	56118487
ENSG00000233098	17	20771746	20905589
ENSG00000258026	12	81488154	81519624
ENSG00000236196	HSCHR6_MHC_DBB	31496824	31508774
ENSG00000265227	12	81552167	81552240
ENSG00000156313	X	38128416	38186817
ENSG00000135678	12	69235977	69365350
ENSG00000156853	16	30613879	30635333
ENSG00000006062	17	43340488	43394414
ENSG00000184313	1	55107463	55175939
ENSG00000109906	11	113930315	114121398
ENSG00000257720	14	36523403	36524519
ENSG00000186038	3	183814852	183824783
ENSG00000132142	17	35441923	35766909
ENSG00000059915	10	104162376	104181296
ENSG00000257826	14	36530232	36536396
ENSG00000262833	17	78775440	78779432
ENSG00000228377	HSCHR6_MHC_MANN	29454045	29455309
ENSG00000164898	7	139024203	139031065
ENSG00000262313	17	78914218	78915833
ENSG00000136521	3	179322478	179345435
ENSG00000258248	HSCHR6_MHC_QBL	31110976	31111093
ENSG00000232272	HSCHR6_MHC_COX	29088661	29093357
ENSG00000262478	HG299_PATCH	118865044	118865343
ENSG00000262662	17	78934566	78935513
ENSG00000224925	HSCHR6_MHC_COX	29102326	29103262
ENSG00000262571	HG299_PATCH	118865534	118868714
ENSG00000226610	HSCHR6_MHC_COX	29145974	29146909
ENSG00000261924	17	78940039	78945013
ENSG00000262948	HG299_PATCH	118873722	118874156
ENSG00000206455	HSCHR6_MHC_QBL	31118773	31124447
ENSG00000139687	13	48877887	49056122
ENSG00000240270	17	78950254	78950748
ENSG00000204169	10	51464162	51486327
ENSG00000113387	5	32531739	32604185
ENSG00000133424	22	33558212	34318829
ENSG00000105136	19	57999079	58006048
ENSG00000257585	14	36539633	36634494
ENSG00000165259	X	83572882	83757487
ENSG00000145934	5	166711804	167691162
ENSG00000171388	X	128779240	128788933
ENSG00000144843	3	119298115	119308792
ENSG00000263218	17	78973309	78973930
ENSG00000182264	19	49244109	49250166
ENSG00000262873	17	78991769	78993811
ENSG00000262098	17	78997345	78999303
ENSG00000135441	12	56109820	56113871
ENSG00000226137	17	79002933	79008501
ENSG00000141424	18	33688495	33709348
ENSG00000234806	10	70184317	70184754
ENSG00000199638	10	70221164	70221282
ENSG00000226493	10	70259289	70259725
ENSG00000165669	10	120065401	120101840
ENSG00000180900	8	144873090	144897549
ENSG00000122121	X	128872950	128903514
ENSG00000207438	10	70262909	70263016
ENSG00000214881	10	70304246	70304590
ENSG00000213025	10	70392128	70392484
ENSG00000236490	HSCHR6_MHC_DBB	33245400	33260090
ENSG00000213927	9	34661877	34664045
ENSG00000163812	3	44956749	45017677
ENSG00000206379	HSCHR6_MHC_DBB	30685747	30700772
ENSG00000227583	10	70434113	70434857
ENSG00000168781	15	43825660	43882430
ENSG00000156858	16	30662038	30667761
ENSG00000260400	10	70458257	70460551
ENSG00000234092	HSCHR6_MHC_COX	29179710	29180647
ENSG00000112981	5	137450866	137475132
ENSG00000259104	14	36605314	36645674
ENSG00000233950	HSCHR6_MHC_COX	29188441	29231555
ENSG00000095981	6	39282474	39290744
ENSG00000212071	14	36665686	36665774
ENSG00000166741	11	114128509	114184007
ENSG00000251926	10	70472715	70472835
ENSG00000270494	10	70477068	70477552
ENSG00000225150	HSCHR6_MHC_COX	29193695	29194625
ENSG00000195401	10	70495477	70495580
ENSG00000136717	2	127805603	127864931
ENSG00000261972	HSCHR16_1_CTG3_1	55892484	56002378
ENSG00000221182	10	70514929	70514995
ENSG00000221184	10	70519075	70519171
ENSG00000237366	HSCHR6_MHC_COX	29227173	29228549
ENSG00000241296	HSCHR6_MHC_SSTO	32992302	33010800
ENSG00000200218	10	70606561	70606667
ENSG00000206855	10	70671409	70671515
ENSG00000174951	19	49251268	49258647
ENSG00000197119	14	100757448	100772884
ENSG00000166292	17	53796988	53809482
ENSG00000187186	9	34664160	34666109
ENSG00000225371	7	56430151	56432963
ENSG00000224370	7	56448669	56449005
ENSG00000223330	7	56469763	56469866
ENSG00000232944	7	56476392	56476903
ENSG00000155636	2	178977151	179003738
ENSG00000126883	9	134000948	134110057
ENSG00000137225	6	44126548	44152139
ENSG00000213096	19	24216276	24312654
ENSG00000258830	12	57643392	57690267
ENSG00000237268	7	56489550	56516068
ENSG00000166484	17	19281034	19286857
ENSG00000105550	19	49258816	49261587
ENSG00000112175	6	55618443	55740362
ENSG00000226844	HSCHR6_MHC_COX	29232932	29233891
ENSG00000175899	12	9220260	9268825
ENSG00000231279	HSCHR6_MHC_COX	29255202	29256144
ENSG00000271616	15	29075765	29076328
ENSG00000174145	4	37245842	37451087
ENSG00000240680	7	130507964	130508270
ENSG00000168792	17	27887565	27894155
ENSG00000160193	21	44263204	44299678
ENSG00000261649	15	29087381	29093821
ENSG00000109113	17	27041299	27045447
ENSG00000180425	11	114262165	114271139
ENSG00000108342	17	38171614	38174066
ENSG00000115170	2	158592958	158732374
ENSG00000158863	8	21946670	21962409
ENSG00000138294	10	51549498	51562517
ENSG00000204952	17	37092685	37123655
ENSG00000122122	X	128913955	128929177
ENSG00000268367	12	57810198	57810536
ENSG00000270301	15	29103028	29103544
ENSG00000259277	15	29262399	29269667
ENSG00000175189	12	57828543	57844611
ENSG00000169021	19	29698173	29704448
ENSG00000259299	15	29525877	29527341
ENSG00000252868	15	29526072	29526183
ENSG00000259690	15	29665806	29669160
ENSG00000172724	9	34689564	34691274
ENSG00000259814	15	29901880	29903416
ENSG00000207736	17	79099076	79099173
ENSG00000211563	17	79099677	79099755
ENSG00000259300	15	29904774	29906478
ENSG00000076053	11	114270752	114284925
ENSG00000221025	17	79106996	79107108
ENSG00000166069	15	38214140	38259925
ENSG00000187135	19	30017406	30055386
ENSG00000154274	4	37455563	37625117
ENSG00000263167	17	79109571	79110056
ENSG00000243215	HSCHR6_MHC_SSTO	33006288	33028403
ENSG00000225180	17	79139307	79156964
ENSG00000256802	15	29967194	29973161
ENSG00000143390	1	151313116	151319833
ENSG00000259644	15	30020390	30021735
ENSG00000151692	2	7057523	7208417
ENSG00000234664	15	30022917	30023189
ENSG00000105552	19	49298319	49314286
ENSG00000259523	15	30114834	30116284
ENSG00000262115	17	79171193	79174088
ENSG00000258059	HSCHR6_MHC_COX	29263741	29264280
ENSG00000232716	7	130524963	130528484
ENSG00000259749	15	30297408	30298633
ENSG00000042781	1	215796236	216596738
ENSG00000257467	12	81664454	81706201
ENSG00000175329	22	35462129	35483380
ENSG00000260005	17	79202507	79207783
ENSG00000229045	HSCHR6_MHC_COX	29294120	29295554
ENSG00000259647	15	30297646	30338051
ENSG00000260174	15	30336658	30337499
ENSG00000249030	HSCHR6_MHC_COX	29381633	29382579
ENSG00000229389	15	30345145	30365267
ENSG00000185168	17	79277571	79283048
ENSG00000227228	HSCHR6_MHC_COX	29428950	29434162
ENSG00000181826	4	37592422	37687998
ENSG00000036473	X	38211798	38280703
ENSG00000239955	15	30383854	30384132
ENSG00000221250	15	30385012	30385094
ENSG00000261792	15	30391029	30394296
ENSG00000256950	12	122326715	122359376
ENSG00000105171	19	30094924	30108144
ENSG00000268656	2	27998851	28009186
ENSG00000225164	HSCHR6_MHC_COX	31575863	31592960
ENSG00000229415	14	36942493	36983034
ENSG00000137077	9	34709002	34710121
ENSG00000224444	HSCHR6_MHC_COX	29439379	29440425
ENSG00000142484	17	4675179	4686506
ENSG00000178081	15	30395923	30423960
ENSG00000188916	10	128933694	128994422
ENSG00000171174	2	28004231	28113965
ENSG00000134480	5	86687311	86708836
ENSG00000144837	3	119316689	119348658
ENSG00000268714	5	115358088	115394625
ENSG00000169789	Y	24636544	24660784
ENSG00000268223	5	115387163	115395815
ENSG00000155008	X	84258832	84343069
ENSG00000104892	19	45836692	45854778
ENSG00000173250	5	145892666	145895753
ENSG00000100281	22	35653445	35691800
ENSG00000151726	4	185676749	185747972
ENSG00000266122	10	70725772	70726075
ENSG00000141179	17	53828340	53920191
ENSG00000214875	10	70750893	70751463
ENSG00000205108	9	34723052	34729464
ENSG00000139269	12	57846106	57853063
ENSG00000229001	10	70782534	70783622
ENSG00000207432	15	30404401	30404533
ENSG00000241167	15	30435925	30436203
ENSG00000135596	6	109765265	109787171
ENSG00000237051	HSCHR6_MHC_MANN	29522994	29600557
ENSG00000221785	15	30437080	30437162
ENSG00000182853	17	4688580	4689728
ENSG00000260897	15	30443075	30445612
ENSG00000149485	11	61567099	61596790
ENSG00000107872	10	104178946	104182893
ENSG00000257242	12	92378756	92536690
ENSG00000261747	15	30446113	30446313
ENSG00000156298	X	38420623	38548169
ENSG00000145781	5	115420688	115748459
ENSG00000233163	10	70921286	70921662
ENSG00000258844	14	36683813	36704814
ENSG00000259906	15	30462766	30472146
ENSG00000240230	7	938415	1015235
ENSG00000241213	3	117397540	117409779
ENSG00000225930	15	30488239	30506743
ENSG00000252312	14	36700761	36700980
ENSG00000117643	1	25943959	26112698
ENSG00000188831	14	36840370	36841588
ENSG00000079156	2	179059208	179264160
ENSG00000259993	15	30515220	30517767
ENSG00000242816	3	117509520	117512612
ENSG00000206972	15	30546605	30546711
ENSG00000122733	9	34957484	34982541
ENSG00000270955	15	30574736	30580592
ENSG00000243276	3	117723666	118276515
ENSG00000156860	16	30669752	30682135
ENSG00000167799	11	67395409	67397401
ENSG00000175305	8	95891998	95908906
ENSG00000238783	15	30647639	30647743
ENSG00000270173	15	30649969	30650976
ENSG00000160194	21	44299754	44333414
ENSG00000227720	HSCHR6_MHC_DBB	30024813	30028437
ENSG00000263070	15	30672556	30679190
ENSG00000238519	15	30677162	30677294
ENSG00000182327	17	4692254	4693685
ENSG00000167543	17	27893070	27900175
ENSG00000131379	3	14716606	14814541
ENSG00000221723	15	30696552	30696634
ENSG00000239877	3	118661920	118667088
ENSG00000233559	7	130538479	130613408
ENSG00000240221	15	30697514	30697792
ENSG00000271333	15	30712486	30712632
ENSG00000215302	15	30762982	30799826
ENSG00000226380	7	130561495	130598069
ENSG00000142507	17	4699439	4701790
ENSG00000240254	3	118945333	119009513
ENSG00000167800	11	67398774	67407031
ENSG00000163126	2	97490263	97523671
ENSG00000153094	2	111876955	111926024
ENSG00000167964	16	2190804	2204166
ENSG00000235307	HSCHR6_MHC_SSTO	33026347	33089202
ENSG00000146963	7	139025105	139108198
ENSG00000257137	12	52599368	52604639
ENSG00000156475	5	145967936	146464347
ENSG00000229176	HSCHR6_MHC_COX	31717958	31720011
ENSG00000169299	4	37828255	37864558
ENSG00000101115	20	50400581	50419059
ENSG00000271723	1	55107459	55207981
ENSG00000229261	10	70975089	70992246
ENSG00000132744	11	67410026	67418130
ENSG00000124313	X	53262058	53350522
ENSG00000231748	10	71025098	71027904
ENSG00000073614	12	389295	498620
ENSG00000229197	10	71060188	71060573
ENSG00000144746	3	69134095	69155217
ENSG00000164081	3	51696709	51738339
ENSG00000165175	X	38660685	38665790
ENSG00000151689	2	191208196	191236391
ENSG00000232302	HSCHR6_MHC_COX	29453625	29454030
ENSG00000188162	11	17568920	17668697
ENSG00000111863	6	11712287	11807279
ENSG00000242829	3	119017512	119017859
ENSG00000241155	3	119033140	119041607
ENSG00000207310	3	119060681	119060787
ENSG00000161973	17	8633252	8648537
ENSG00000272662	3	119216525	119217028
ENSG00000255663	11	114271404	114314654
ENSG00000096006	6	49695097	49712150
ENSG00000272967	3	119298059	119298497
ENSG00000137094	9	34989638	34998897
ENSG00000242052	3	119354373	119354997
ENSG00000270055	15	30780166	30782516
ENSG00000239994	3	119462986	119469197
ENSG00000260784	15	30808282	30810070
ENSG00000240471	3	119510676	119511400
ENSG00000252483	17	20797845	20797951
ENSG00000268341	19	45842445	45842639
ENSG00000265790	17	20805252	20805993
ENSG00000239835	3	119747587	119748715
ENSG00000260693	15	30832296	30838172
ENSG00000160199	21	44394620	44453691
ENSG00000265099	17	20841336	20841657
ENSG00000239898	15	30852855	30853133
ENSG00000158023	12	122355768	122441833
ENSG00000241546	3	119760037	119760384
ENSG00000267534	19	10334520	10341948
ENSG00000221593	15	30854013	30854095
ENSG00000264660	17	20841851	20885670
ENSG00000259890	15	30860025	30863292
ENSG00000242622	3	119813742	119855630
ENSG00000132746	11	67429633	67448671
ENSG00000244456	17	20859995	20861717
ENSG00000145734	5	70751442	70863649
ENSG00000260128	15	30864941	30892918
ENSG00000266009	17	20884802	20884967
ENSG00000263729	17	20887215	20887359
ENSG00000263986	17	20903060	20903636
ENSG00000236819	17	20978869	20993928
ENSG00000235530	17	21117644	21133348
ENSG00000138356	2	201450591	201541787
ENSG00000263815	17	21132649	21132941
ENSG00000266563	17	21163280	21163813
ENSG00000243725	1	55181495	55208330
ENSG00000111087	12	57853918	57866045
ENSG00000105971	7	115927434	116148595
ENSG00000242810	3	151193592	151193962
ENSG00000265881	17	21348145	21348751
ENSG00000138101	2	25600067	25896503
ENSG00000242119	3	151217427	151217594
ENSG00000265043	17	21359825	21363527
ENSG00000214415	7	80087987	80141336
ENSG00000264330	3	151283664	151283783
ENSG00000153404	5	140373	190085
ENSG00000264023	17	21360746	21362301
